State,County,metro,Min. Wage,ftmw1,ftmw2,avtw1,avtw2,"aftw2
",fmr0,fmr1,fmr2,fmr3,fmr4,fmr0F1,fmr0F2,fmr0A1,fmr0A2,aftw2,fmr1F1,fmr1F2,fmr1A1,fmr1A2,aftw2,fmr2F1,fmr2F2,fmr2A1,fmr2A2,aftw2,fmr3F1,fmr3F2,fmr3A1,fmr3A2,aftw2,fmr4F1,fmr4F2,fmr4A1,fmr4A2,aftw2
OR,Wasco County,0,$9.25,"$19,240.00","$38,480.00","$16,594.50","$33,189.00","$35,834.50",557,614,776,1136,1261,34.74%,17.37%,40.28%,20.14%,18.65%,49.46%,24.73%,57.34%,28.67%,20.56%,48.40%,24.20%,56.11%,28.06%,25.99%,70.85%,35.43%,82.15%,41.07%,38.04%,78.65%,39.32%,91.19%,45.59%,42.23%
OR,Washington County,1,$9.25,"$19,240.00","$38,480.00","$16,594.50","$33,189.00","$35,834.50",682,793,944,1391,1672,42.54%,21.27%,49.32%,24.66%,22.84%,29.63%,14.81%,34.35%,17.17%,26.56%,58.88%,29.44%,68.26%,34.13%,31.61%,86.76%,43.38%,100.59%,50.29%,46.58%,104.28%,52.14%,120.91%,60.45%,55.99%
OR,Wheeler County,0,$9.25,"$19,240.00","$38,480.00","$16,594.50","$33,189.00","$35,834.50",415,475,643,801,1082,25.88%,12.94%,30.01%,15.00%,13.90%,49.46%,24.73%,57.34%,28.67%,15.91%,40.10%,20.05%,46.50%,23.25%,21.53%,49.96%,24.98%,57.92%,28.96%,26.82%,67.48%,33.74%,78.24%,39.12%,36.23%
OR,Yamhill County,1,$9.25,"$19,240.00","$38,480.00","$16,594.50","$33,189.00","$35,834.50",682,793,944,1391,1672,42.54%,21.27%,49.32%,24.66%,22.84%,38.23%,19.12%,44.33%,22.16%,26.56%,58.88%,29.44%,68.26%,34.13%,31.61%,86.76%,43.38%,100.59%,50.29%,46.58%,104.28%,52.14%,120.91%,60.45%,55.99%
PA,Adams County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",609,613,792,1052,1150,48.46%,24.23%,56.19%,28.09%,26.02%,50.13%,25.07%,58.12%,29.06%,26.19%,63.02%,31.51%,73.07%,36.54%,33.84%,83.71%,41.86%,97.06%,48.53%,44.95%,91.51%,45.76%,106.10%,53.05%,49.13%
PA,Allegheny County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,37.80%,18.90%,43.82%,21.91%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Armstrong County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",383,475,643,812,885,30.48%,15.24%,35.34%,17.67%,16.36%,50.13%,25.07%,58.12%,29.06%,20.29%,51.17%,25.58%,59.32%,29.66%,27.47%,64.62%,32.31%,74.92%,37.46%,34.69%,70.42%,35.21%,81.65%,40.83%,37.81%
PA,Beaver County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,42.57%,21.29%,49.36%,24.68%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Bedford County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",519,535,643,832,859,41.30%,20.65%,47.88%,23.94%,22.17%,52.20%,26.10%,60.52%,30.26%,22.86%,51.17%,25.58%,59.32%,29.66%,27.47%,66.21%,33.10%,76.76%,38.38%,35.55%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Berks County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",529,656,868,1081,1160,42.10%,21.05%,48.81%,24.40%,22.60%,43.69%,21.84%,50.65%,25.33%,28.03%,69.07%,34.54%,80.08%,40.04%,37.09%,86.02%,43.01%,99.73%,49.87%,46.19%,92.31%,46.15%,107.02%,53.51%,49.56%
PA,Blair County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",515,549,657,865,965,40.98%,20.49%,47.51%,23.76%,22.00%,38.67%,19.34%,44.84%,22.42%,23.46%,52.28%,26.14%,60.62%,30.31%,28.07%,68.83%,34.42%,79.81%,39.90%,36.96%,76.79%,38.40%,89.03%,44.52%,41.23%
PA,Bradford County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",480,486,643,862,866,38.20%,19.10%,44.29%,22.14%,20.51%,76.31%,38.16%,88.48%,44.24%,20.76%,51.17%,25.58%,59.32%,29.66%,27.47%,68.59%,34.30%,79.53%,39.76%,36.83%,68.91%,34.46%,79.90%,39.95%,37.00%
PA,Bucks County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",814,959,1156,1440,1546,64.77%,32.39%,75.10%,37.55%,34.78%,50.13%,25.07%,58.12%,29.06%,40.97%,91.99%,45.99%,106.65%,53.33%,49.39%,114.59%,57.29%,132.86%,66.43%,61.52%,123.02%,61.51%,142.64%,71.32%,66.05%
PA,Butler County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,43.13%,21.56%,50.01%,25.00%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Cambria County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",463,542,643,853,859,36.84%,18.42%,42.72%,21.36%,19.78%,43.13%,21.56%,50.01%,25.00%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,67.88%,33.94%,78.70%,39.35%,36.44%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Cameron County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,542,643,930,1139,37.16%,18.58%,43.09%,21.54%,19.95%,61.19%,30.60%,70.95%,35.47%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,74.01%,37.00%,85.80%,42.90%,39.73%,90.64%,45.32%,105.09%,52.54%,48.66%
PA,Carbon County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",670,769,972,1216,1379,53.32%,26.66%,61.82%,30.91%,28.63%,57.53%,28.77%,66.71%,33.35%,32.86%,77.35%,38.67%,89.68%,44.84%,41.53%,96.76%,48.38%,112.19%,56.10%,51.95%,109.73%,54.87%,127.23%,63.61%,58.92%
PA,Centre County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",660,723,889,1165,1208,52.52%,26.26%,60.89%,30.45%,28.20%,76.31%,38.16%,88.48%,44.24%,30.89%,70.74%,35.37%,82.02%,41.01%,37.98%,92.71%,46.35%,107.48%,53.74%,49.77%,96.13%,48.06%,111.45%,55.73%,51.61%
PA,Chester County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",814,959,1156,1440,1546,64.77%,32.39%,75.10%,37.55%,34.78%,43.13%,21.56%,50.01%,25.00%,40.97%,91.99%,45.99%,106.65%,53.33%,49.39%,114.59%,57.29%,132.86%,66.43%,61.52%,123.02%,61.51%,142.64%,71.32%,66.05%
PA,Clarion County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,542,643,803,1021,37.16%,18.58%,43.09%,21.54%,19.95%,39.79%,19.89%,46.13%,23.07%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,63.90%,31.95%,74.09%,37.04%,34.31%,81.25%,40.62%,94.20%,47.10%,43.62%
PA,Clearfield County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",454,500,643,861,864,36.13%,18.06%,41.89%,20.94%,19.40%,41.54%,20.77%,48.16%,24.08%,21.36%,51.17%,25.58%,59.32%,29.66%,27.47%,68.51%,34.26%,79.44%,39.72%,36.79%,68.75%,34.38%,79.71%,39.86%,36.91%
PA,Clinton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",518,522,706,917,1146,41.22%,20.61%,47.79%,23.90%,22.13%,41.54%,20.77%,48.16%,24.08%,22.30%,56.18%,28.09%,65.14%,32.57%,30.16%,72.97%,36.49%,84.60%,42.30%,39.18%,91.19%,45.60%,105.73%,52.87%,48.96%
PA,Columbia County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",519,522,663,853,1150,41.30%,20.65%,47.88%,23.94%,22.17%,41.38%,20.69%,47.98%,23.99%,22.30%,52.76%,26.38%,61.17%,30.58%,28.33%,67.88%,33.94%,78.70%,39.35%,36.44%,91.51%,45.76%,106.10%,53.05%,49.13%
PA,Crawford County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,520,643,851,932,37.16%,18.58%,43.09%,21.54%,19.95%,53.95%,26.98%,62.55%,31.28%,22.22%,51.17%,25.58%,59.32%,29.66%,27.47%,67.72%,33.86%,78.51%,39.26%,36.36%,74.16%,37.08%,85.99%,42.99%,39.82%
PA,Cumberland County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",608,678,866,1117,1157,48.38%,24.19%,56.10%,28.05%,25.98%,53.95%,26.98%,62.55%,31.28%,28.97%,68.91%,34.46%,79.90%,39.95%,37.00%,88.89%,44.44%,103.06%,51.53%,47.72%,92.07%,46.03%,106.75%,53.37%,49.43%
PA,Dauphin County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",608,678,866,1117,1157,48.38%,24.19%,56.10%,28.05%,25.98%,76.31%,38.16%,88.48%,44.24%,28.97%,68.91%,34.46%,79.90%,39.95%,37.00%,88.89%,44.44%,103.06%,51.53%,47.72%,92.07%,46.03%,106.75%,53.37%,49.43%
PA,Delaware County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",814,959,1156,1440,1546,64.77%,32.39%,75.10%,37.55%,34.78%,41.30%,20.65%,47.88%,23.94%,40.97%,91.99%,45.99%,106.65%,53.33%,49.39%,114.59%,57.29%,132.86%,66.43%,61.52%,123.02%,61.51%,142.64%,71.32%,66.05%
PA,Elk County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,519,643,801,859,37.16%,18.58%,43.09%,21.54%,19.95%,42.49%,21.25%,49.27%,24.63%,22.17%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Erie County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",438,534,673,841,1004,34.85%,17.43%,40.41%,20.21%,18.71%,50.13%,25.07%,58.12%,29.06%,22.82%,53.55%,26.78%,62.09%,31.05%,28.75%,66.92%,33.46%,77.59%,38.80%,35.93%,79.89%,39.95%,92.63%,46.32%,42.90%
PA,Fayette County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,44.56%,22.28%,51.67%,25.83%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Forest County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",536,560,664,978,1176,42.65%,21.33%,49.45%,24.73%,22.90%,53.63%,26.82%,62.18%,31.09%,23.93%,52.84%,26.42%,61.26%,30.63%,28.37%,77.82%,38.91%,90.23%,45.12%,41.79%,93.58%,46.79%,108.50%,54.25%,50.24%
PA,Franklin County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",580,674,867,1153,1447,46.15%,23.08%,53.51%,26.76%,24.78%,43.13%,21.56%,50.01%,25.00%,28.80%,68.99%,34.50%,79.99%,40.00%,37.04%,91.75%,45.88%,106.38%,53.19%,49.26%,115.15%,57.57%,133.50%,66.75%,61.82%
PA,Fulton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,542,643,804,859,37.16%,18.58%,43.09%,21.54%,19.95%,41.86%,20.93%,48.53%,24.26%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,63.98%,31.99%,74.18%,37.09%,34.35%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Greene County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,526,643,801,859,37.16%,18.58%,43.09%,21.54%,19.95%,42.65%,21.33%,49.45%,24.73%,22.47%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Huntingdon County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",515,536,643,917,920,40.98%,20.49%,47.51%,23.76%,22.00%,44.80%,22.40%,51.94%,25.97%,22.90%,51.17%,25.58%,59.32%,29.66%,27.47%,72.97%,36.49%,84.60%,42.30%,39.18%,73.21%,36.60%,84.88%,42.44%,39.31%
PA,Indiana County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",540,563,668,899,902,42.97%,21.49%,49.82%,24.91%,23.07%,42.02%,21.01%,48.71%,24.36%,24.05%,53.16%,26.58%,61.63%,30.82%,28.54%,71.54%,35.77%,82.94%,41.47%,38.41%,71.78%,35.89%,83.22%,41.61%,38.54%
PA,Jefferson County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",385,528,643,801,884,30.64%,15.32%,35.52%,17.76%,16.45%,42.33%,21.17%,49.08%,24.54%,22.56%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,70.34%,35.17%,81.56%,40.78%,37.77%
PA,Juniata County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,532,643,913,916,33.18%,16.59%,38.47%,19.24%,17.82%,46.95%,23.47%,54.43%,27.22%,22.73%,51.17%,25.58%,59.32%,29.66%,27.47%,72.65%,36.33%,84.23%,42.12%,39.01%,72.89%,36.45%,84.51%,42.26%,39.14%
PA,Lackawanna County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",496,590,735,933,1048,39.47%,19.73%,45.76%,22.88%,21.19%,52.60%,26.30%,60.98%,30.49%,25.21%,58.49%,29.24%,67.81%,33.91%,31.40%,74.24%,37.12%,86.08%,43.04%,39.86%,83.40%,41.70%,96.69%,48.35%,44.78%
PA,Lancaster County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",580,661,845,1089,1129,46.15%,23.08%,53.51%,26.76%,24.78%,41.86%,20.93%,48.53%,24.26%,28.24%,67.24%,33.62%,77.96%,38.98%,36.10%,86.66%,43.33%,100.47%,50.24%,46.53%,89.84%,44.92%,104.16%,52.08%,48.24%
PA,Lawrence County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",390,526,656,853,877,31.03%,15.52%,35.98%,17.99%,16.66%,50.21%,25.11%,58.22%,29.11%,22.47%,52.20%,26.10%,60.52%,30.26%,28.03%,67.88%,33.94%,78.70%,39.35%,36.44%,69.79%,34.89%,80.91%,40.46%,37.47%
PA,Lebanon County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",483,631,812,1044,1152,38.44%,19.22%,44.56%,22.28%,20.64%,61.19%,30.60%,70.95%,35.47%,26.96%,64.62%,32.31%,74.92%,37.46%,34.69%,83.08%,41.54%,96.32%,48.16%,44.61%,91.67%,45.84%,106.29%,53.14%,49.22%
PA,Lehigh County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",670,769,972,1216,1379,53.32%,26.66%,61.82%,30.91%,28.63%,46.95%,23.47%,54.43%,27.22%,32.86%,77.35%,38.67%,89.68%,44.84%,41.53%,96.76%,48.38%,112.19%,56.10%,51.95%,109.73%,54.87%,127.23%,63.61%,58.92%
PA,Luzerne County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",496,590,735,933,1048,39.47%,19.73%,45.76%,22.88%,21.19%,54.19%,27.10%,62.83%,31.42%,25.21%,58.49%,29.24%,67.81%,33.91%,31.40%,74.24%,37.12%,86.08%,43.04%,39.86%,83.40%,41.70%,96.69%,48.35%,44.78%
PA,Lycoming County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",603,681,862,1141,1168,47.98%,23.99%,55.63%,27.82%,25.76%,40.98%,20.49%,47.51%,23.76%,29.10%,68.59%,34.30%,79.53%,39.76%,36.83%,90.80%,45.40%,105.27%,52.64%,48.75%,92.94%,46.47%,107.76%,53.88%,49.90%
PA,McKean County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",464,515,643,814,859,36.92%,18.46%,42.81%,21.40%,19.82%,41.78%,20.89%,48.44%,24.22%,22.00%,51.17%,25.58%,59.32%,29.66%,27.47%,64.77%,32.39%,75.10%,37.55%,34.78%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Mercer County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",487,525,676,853,903,38.75%,19.38%,44.93%,22.47%,20.81%,39.87%,19.93%,46.22%,23.11%,22.43%,53.79%,26.90%,62.37%,31.18%,28.88%,67.88%,33.94%,78.70%,39.35%,36.44%,71.86%,35.93%,83.31%,41.66%,38.58%
PA,Mifflin County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",498,501,643,808,859,39.63%,19.81%,45.95%,22.97%,21.28%,57.93%,28.97%,67.17%,33.58%,21.41%,51.17%,25.58%,59.32%,29.66%,27.47%,64.30%,32.15%,74.55%,37.27%,34.52%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Monroe County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",614,728,952,1322,1451,48.86%,24.43%,56.65%,28.32%,26.23%,76.31%,38.16%,88.48%,44.24%,31.10%,75.76%,37.88%,87.83%,43.92%,40.67%,105.20%,52.60%,121.97%,60.98%,56.48%,115.46%,57.73%,133.87%,66.94%,61.99%
PA,Montgomery County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",814,959,1156,1440,1546,64.77%,32.39%,75.10%,37.55%,34.78%,50.21%,25.11%,58.22%,29.11%,40.97%,91.99%,45.99%,106.65%,53.33%,49.39%,114.59%,57.29%,132.86%,66.43%,61.52%,123.02%,61.51%,142.64%,71.32%,66.05%
PA,Montour County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",544,631,748,990,1000,43.29%,21.64%,50.19%,25.10%,23.24%,61.19%,30.60%,70.95%,35.47%,26.96%,59.52%,29.76%,69.01%,34.51%,31.96%,78.78%,39.39%,91.34%,45.67%,42.30%,79.58%,39.79%,92.26%,46.13%,42.73%
PA,Northampton County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",670,769,972,1216,1379,53.32%,26.66%,61.82%,30.91%,28.63%,42.73%,21.37%,49.54%,24.77%,32.86%,77.35%,38.67%,89.68%,44.84%,41.53%,96.76%,48.38%,112.19%,56.10%,51.95%,109.73%,54.87%,127.23%,63.61%,58.92%
PA,Northumberland County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",527,537,652,854,972,41.94%,20.97%,48.62%,24.31%,22.52%,53.95%,26.98%,62.55%,31.28%,22.94%,51.88%,25.94%,60.15%,30.08%,27.86%,67.96%,33.98%,78.79%,39.40%,36.49%,77.35%,38.67%,89.68%,44.84%,41.53%
PA,Perry County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",608,678,866,1117,1157,48.38%,24.19%,56.10%,28.05%,25.98%,76.31%,38.16%,88.48%,44.24%,28.97%,68.91%,34.46%,79.90%,39.95%,37.00%,88.89%,44.44%,103.06%,51.53%,47.72%,92.07%,46.03%,106.75%,53.37%,49.43%
PA,Philadelphia County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",814,959,1156,1440,1546,64.77%,32.39%,75.10%,37.55%,34.78%,71.46%,35.73%,82.85%,41.43%,40.97%,91.99%,45.99%,106.65%,53.33%,49.39%,114.59%,57.29%,132.86%,66.43%,61.52%,123.02%,61.51%,142.64%,71.32%,66.05%
PA,Pike County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",892,898,1141,1435,1817,70.98%,35.49%,82.30%,41.15%,38.11%,43.13%,21.56%,50.01%,25.00%,38.37%,90.80%,45.40%,105.27%,52.64%,48.75%,114.19%,57.10%,132.40%,66.20%,61.31%,144.59%,72.29%,167.64%,83.82%,77.63%
PA,Potter County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",467,542,643,835,1001,37.16%,18.58%,43.09%,21.54%,19.95%,39.31%,19.66%,45.58%,22.79%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,66.45%,33.22%,77.04%,38.52%,35.68%,79.66%,39.83%,92.35%,46.18%,42.77%
PA,Schuylkill County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",383,494,643,882,888,30.48%,15.24%,35.34%,17.67%,16.36%,43.93%,21.96%,50.93%,25.46%,21.11%,51.17%,25.58%,59.32%,29.66%,27.47%,70.19%,35.09%,81.37%,40.69%,37.68%,70.66%,35.33%,81.93%,40.96%,37.94%
PA,Snyder County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",529,552,655,845,875,42.10%,21.05%,48.81%,24.40%,22.60%,42.10%,21.05%,48.81%,24.40%,23.58%,52.12%,26.06%,60.43%,30.22%,27.98%,67.24%,33.62%,77.96%,38.98%,36.10%,69.63%,34.81%,80.73%,40.36%,37.38%
PA,Somerset County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",450,529,643,801,906,35.81%,17.90%,41.52%,20.76%,19.23%,41.22%,20.61%,47.79%,23.90%,22.60%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,72.10%,36.05%,83.59%,41.79%,38.71%
PA,Sullivan County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",515,518,643,888,891,40.98%,20.49%,47.51%,23.76%,22.00%,44.72%,22.36%,51.85%,25.93%,22.13%,51.17%,25.58%,59.32%,29.66%,27.47%,70.66%,35.33%,81.93%,40.96%,37.94%,70.90%,35.45%,82.21%,41.10%,38.07%
PA,Susquehanna County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",538,562,666,872,1018,42.81%,21.41%,49.64%,24.82%,22.99%,43.13%,21.56%,50.01%,25.00%,24.01%,53.00%,26.50%,61.45%,30.72%,28.45%,69.39%,34.69%,80.45%,40.23%,37.26%,81.01%,40.50%,93.92%,46.96%,43.49%
PA,Tioga County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",384,542,643,801,978,30.56%,15.28%,35.43%,17.71%,16.41%,41.54%,20.77%,48.16%,24.08%,23.16%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,77.82%,38.91%,90.23%,45.12%,41.79%
PA,Union County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",506,522,696,954,1094,40.27%,20.13%,46.68%,23.34%,21.62%,38.20%,19.10%,44.29%,22.14%,22.30%,55.38%,27.69%,64.21%,32.11%,29.74%,75.92%,37.96%,88.02%,44.01%,40.76%,87.06%,43.53%,100.93%,50.47%,46.74%
PA,Venango County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",477,480,643,801,859,37.96%,18.98%,44.01%,22.00%,20.38%,42.49%,21.25%,49.27%,24.63%,20.51%,51.17%,25.58%,59.32%,29.66%,27.47%,63.74%,31.87%,73.90%,36.95%,34.22%,68.36%,34.18%,79.25%,39.63%,36.70%
PA,Warren County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",519,534,643,808,943,41.30%,20.65%,47.88%,23.94%,22.17%,50.13%,25.07%,58.12%,29.06%,22.82%,51.17%,25.58%,59.32%,29.66%,27.47%,64.30%,32.15%,74.55%,37.27%,34.52%,75.04%,37.52%,87.00%,43.50%,40.29%
PA,Washington County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,47.03%,23.51%,54.53%,27.26%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Wayne County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",432,591,701,1033,1036,34.38%,17.19%,39.86%,19.93%,18.46%,50.13%,25.07%,58.12%,29.06%,25.25%,55.78%,27.89%,64.68%,32.34%,29.95%,82.20%,41.10%,95.31%,47.65%,44.14%,82.44%,41.22%,95.58%,47.79%,44.26%
PA,Westmoreland County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",549,630,786,987,1050,43.69%,21.84%,50.65%,25.33%,23.46%,46.95%,23.47%,54.43%,27.22%,26.92%,62.55%,31.27%,72.52%,36.26%,33.58%,78.54%,39.27%,91.06%,45.53%,42.17%,83.55%,41.78%,96.87%,48.44%,44.86%
PA,Wyoming County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",496,590,735,933,1048,39.47%,19.73%,45.76%,22.88%,21.19%,49.66%,24.83%,57.57%,28.79%,25.21%,58.49%,29.24%,67.81%,33.91%,31.40%,74.24%,37.12%,86.08%,43.04%,39.86%,83.40%,41.70%,96.69%,48.35%,44.78%
PA,York County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",492,624,827,1069,1141,39.15%,19.58%,45.39%,22.70%,21.02%,61.51%,30.76%,71.32%,35.66%,26.66%,65.81%,32.90%,76.30%,38.15%,35.33%,85.07%,42.53%,98.63%,49.31%,45.67%,90.80%,45.40%,105.27%,52.64%,48.75%
RI,Bristol County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",686,773,944,1176,1407,43.97%,21.99%,50.98%,25.49%,23.61%,49.55%,24.78%,57.45%,28.73%,26.60%,60.51%,30.26%,70.16%,35.08%,32.49%,75.38%,37.69%,87.40%,43.70%,40.47%,90.19%,45.10%,104.57%,52.29%,48.43%
RI,Bristol County,1,$9.00,"$18,720.00","$37,440.00","$16,146.00","$32,292.00","$34,866.00",686,773,944,1176,1407,43.97%,21.99%,50.98%,25.49%,23.61%,49.55%,24.78%,57.45%,28.73%,26.60%,60.51%,30.26%,70.16%,35.08%,32.49%,75.38%,37.69%,87.40%,43.70%,40.47%,90.19%,45.10%,104.57%,52.29%,48.43%
